,Accrued,height,weight,DOB,Years,original_team_id,draft_year,draft_round,draft_pick,overall,overall_rk,pass,run,receiving,passblock,runblock,passrush,rundefense,coverage,discipline,pass_snaps,receiving_snaps,passblock_snaps,run_snaps,runblock_snaps,rundefense_snaps,passrush_snaps,coverage_snaps,total_snaps,games,Position_34DE,Position_34DT,Position_34OLB,Position_34OlB,Position_43DE,Position_43DT,Position_43OLB,Position_C,Position_CB,Position_DB,Position_DE,Position_DT,Position_FB,Position_G,Position_ILB,Position_K,Position_LB,Position_LG,Position_LS,Position_LT,Position_OG,Position_OLB,Position_OT,Position_P,Position_QB,Position_RB,Position_RG,Position_RT,Position_S,Position_S�,Position_T,Position_TE,Position_WR,Role_Defense,Role_Offense,Role_Special,college_Alabama,college_Auburn,college_California,college_Clemson,college_Florida,college_Florida State,college_Georgia,college_LSU,college_Miami,college_Michigan,college_Michigan State,college_Mississippi,college_Notre Dame,college_Ohio State,college_Oklahoma,college_Oregon,college_Penn State,college_Stanford,college_Tennessee,college_Texas,college_Texas A&M,college_UCLA,college_USC,college_Utah,college_Wisconsin,height_nan,DOB_nan,Years_nan,overall_nan,overall_rk_nan,pass_nan,run_nan,receiving_nan,passblock_nan,runblock_nan,passrush_nan,rundefense_nan,coverage_nan,discipline_nan,pass_snaps_nan,receiving_snaps_nan,passblock_snaps_nan,run_snaps_nan,runblock_snaps_nan,rundefense_snaps_nan,passrush_snaps_nan,coverage_snaps_nan,total_snaps_nan,games_nan,APY_millions
548,2014,76.0,313.0,25.693150684931506,4.0,4,2014,4,137,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.630146
549,2014,72.0,229.0,25.043835616438358,4.0,5,2014,4,138,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.630146
550,2014,78.0,281.0,25.876712328767123,4.0,19,2014,5,141,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.608878
551,2014,72.0,199.0,26.054794520547944,4.0,20,2014,5,142,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.608403
556,2014,77.0,310.0,26.115068493150684,4.0,28,2014,5,149,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.604625
557,2014,73.0,246.0,24.832876712328765,4.0,12,2014,5,151,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.603613
559,2014,73.0,266.0,24.90684931506849,4.0,11,2014,5,159,49.3,41.70265780730897,60.0,60.0,60.0,60.0,60.0,60.0,60.2,49.2,60.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.555
560,2014,75.0,287.0,26.895890410958906,4.0,29,2014,5,160,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.601685
561,2014,75.0,296.0,25.45205479452055,4.0,23,2014,5,161,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.60125
562,2014,75.0,220.0,26.32054794520548,4.0,7,2014,5,164,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.600413
564,2014,70.0,189.0,25.44109589041096,4.0,31,2014,5,170,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.5962
567,2014,75.0,313.0,25.542465753424658,4.0,5,2014,5,175,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.59114
568,2014,72.0,213.0,25.863013698630137,4.0,24,2014,6,182,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.583947
570,2014,76.0,220.0,25.876712328767123,4.0,21,2014,6,191,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.581327
571,2014,77.0,316.0,25.293150684931508,4.0,14,2014,6,193,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.587305
573,2014,71.0,194.0,27.578082191780823,4.0,23,2014,6,197,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.580788
574,2014,77.0,293.0,25.572602739726026,4.0,11,2014,6,205,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.578513
576,2014,73.0,256.0,24.38082191780822,4.0,9,2014,6,211,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.57467
577,2014,74.0,231.0,24.893150684931506,4.0,7,2014,6,212,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.57467
578,2014,79.0,352.0,24.40821917808219,4.0,8,2014,6,215,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.57467
579,2014,70.0,188.0,24.60821917808219,4.0,9,2014,7,216,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.572281
580,2014,72.0,206.0,26.44931506849315,4.0,16,2014,7,219,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.571741
581,2014,77.0,309.0,25.86849315068493,4.0,24,2014,7,220,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.571287
584,2014,76.0,267.0,25.136986301369863,4.0,3,2014,7,234,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.568988
586,2014,79.0,331.0,24.964383561643835,4.0,1,2014,7,237,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.56772
587,2014,74.0,203.0,25.02191780821918,4.0,7,2014,7,239,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.567456
588,2014,72.0,231.0,24.71232876712329,4.0,13,2014,7,242,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.56715
589,2014,76.0,303.0,25.24931506849315,4.0,21,2014,7,246,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.566628
590,2014,74.0,301.0,24.545205479452054,4.0,30,2014,7,250,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.566474
591,2014,75.0,219.0,25.542465753424658,4.0,23,2014,7,236,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.567848
593,2014,77.0,249.0,23.835616438356166,4.0,31,2014,5,150,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.6045
594,2014,75.0,219.0,23.70958904109589,4.0,9,2014,7,256,65.49292828685259,41.70265780730897,61.405035971223015,61.46359550561798,62.24362850971923,62.269617706237426,63.79571694599627,62.00502431118314,61.33241491085899,62.97601296596434,61.756075697211145,16.29980079681275,61.0,74.22011952191235,7.330677290836653,93.32470119521912,89.22011952191235,57.876494023904385,81.63545816733068,480.9073705179283,11.358565737051793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.566474
